time_point,real_infected,dd_infected,dd_scaled_infected,ff_infected,ff_scaled_infected,dd_error,dd_scaled_error,ff_error,ff_scaled_error,dd_error_sq,dd_scaled_error_sq,ff_error_sq,ff_scaled_error_sq
50,132.42,38.8107361505704,37.8551233813613,60.5435532351118,86.0318149866964,93.6092638494296,94.56487661863869,71.87644676488819,46.388185013303584,8762.694278432127,8942.5158898983591,5166.223599545805,2151.863708828483
50.5,73.13,38.2483239639651,37.1205312982061,60.0104000380321,85.2284085485639,34.8816760360349,36.00946870179389,13.119599961967893,-12.09840854856391,1216.731323082891,1296.681836185474,172.12390316206793,146.3714894079643
51,66.5,37.6860453012484,36.3996321256517,59.4760922313651,84.4280418706307,28.8139546987516,30.1003678743483,7.023907768634899,-17.928041870630693,830.2439853817095,906.0321461710993,49.335280342289686,321.4146853150873
51.5,69.64,37.1245549146986,35.6922132099427,58.9412333958785,83.6311467969265,32.5154450853014,33.9477867900573,10.698766604121502,-13.9911467969265,1057.254169095251,1152.452227943189,114.46360684946553,195.75218869314668
52,24.71,36.5644557600942,34.9980615170434,58.4063687917632,82.838108825877,-11.854455760094197,-10.288061517043403,-33.6963687917632,-58.128108825877,140.5281213680305,105.8442097784694,1135.4452697505128,3378.8770356729997
52.5,85.33,36.0062994744661,34.3169639369648,57.8719899336388,82.0492706249188,49.3237005255339,51.0130360630352,27.458010066361197,3.2807293750811937,2432.827433532553,2602.32984836853,753.9423168043928,10.76318523252064
53,73.69,35.4505901099954,33.648707719573,57.3385393585038,81.2649365678813,38.239409890004595,40.041292280427,16.351460641496196,-7.574936567881309,1462.2524687357811,1603.305087486583,267.3702651103992,57.37966400742547
53.5,45.58,34.8977865999779,32.9930809509984,56.8064148423285,80.4853757006372,10.6822134000221,12.586919049001601,-11.226414842328502,-34.90537570063721,114.10968312361172,158.43053114611936,126.03239021205368,1218.3852528026346
54,35.66,34.348308630345,32.349872694137,56.2759732135506,79.7108254797876,1.3116913696549943,3.3101273058629985,-20.615973213550603,-44.050825479787605,1.720534249227395,10.956942781019833,425.018351541836,1940.4752254507048
54.5,56.17,33.8025377976495,31.7188731765427,55.7475341688654,78.9414943305052,22.367462202350502,24.4511268234573,0.4224658311346019,-22.771494330505192,500.3033653735784,597.8576029367931,0.17847737847624998,518.5409540442301
55,63.52,33.2608190518727,31.0998741053148,55.2213833134717,78.1775646655101,30.2591809481273,32.4201258946852,8.298616686528305,-14.657564665510101,915.6180316515103,1051.064563027238,68.86703890992602,214.84420192361023
55.5,44,32.7234636750647,30.4926689151343,54.6977755451914,77.4191951103345,11.2765363249353,13.507331084865701,-10.697775545191398,-33.4191951103345,127.16027148758532,182.44799303617924,114.44240161529511,1116.8426018226053
56,90.03,32.1907523268397,29.897052882921,54.176937487123,76.6665229191478,57.8392476731603,60.132947117079,35.853062512877,13.363477080852206,3345.3785713971793,3615.9713289854194,1285.4420915522662,178.5825196904622
56.5,61.73,31.662938258177,29.3128231719951,53.6590704331483,75.919665901323,30.067061741822997,32.4171768280049,8.070929566851696,-14.189665901323004,904.0282017865961,1050.8733534981377,65.1399040730809,201.34661839116876
57,38.71,31.1402474339203,28.739779093774,53.1443523076928,75.1787243547725,7.5697525660797,9.970220906226,-14.434352307692798,-36.4687243547725,57.3011539116702,99.405304918946,208.3505265425964,1329.9678560643767
57.5,42.52,30.6228808979902,28.1777222078577,52.6329401904715,74.4437827138402,11.897119102009803,14.342277792142305,-10.112940190471498,-31.923782713840204,141.54144292740654,205.70093226697836,102.2715592960537,1019.1279027604826
58,43.91,30.1110159825756,27.62645641412,52.1249719051259,73.7149111075284,13.798984017424395,16.283543585879997,-8.214971905125907,-29.804911107528397,190.4119599131339,265.1537917132536,67.48576340200798,888.3327261276696
58.5,61.63,29.6048098718536,27.0857879591553,51.6205681597295,72.9921667462027,32.025190128146406,34.5442120408447,10.009431840270501,-11.362166746202696,1025.612802743926,1193.3025855228398,100.18872576502092,129.09883316851437
59,83.02,29.1044006201933,26.5555255071877,51.1198338385289,72.2755951943483,53.91559937980669,56.4644744928123,31.9001661614711,10.744404805651698,2906.891856483812,3188.236879749451,1017.6206011294657,115.4422346277113
59.5,46.13,28.6099073849225,26.0354803283316,50.6228598047131,71.5652315135621,17.520092615077502,20.0945196716684,-4.492859804713099,-25.435231513562094,306.9536452408932,403.78972083506835,20.185789224806626,646.9510021485023
60,41.97,28.1214325136506,25.5254662784395,50.1297239499109,70.8611013234181,13.848567486349399,16.4445337215605,-8.159723949910898,-28.8911013234181,191.7828214239737,270.42268931954044,66.5810949387495,834.695735680011
60.5,14.34,27.639062214718,25.0252998039122,49.6404927074602,70.1632217173499,-13.299062214717999,-10.685299803912201,-35.300492707460194,-55.823221717349895,176.86505579094,114.17563189948613,1246.1247853894504,3116.232082904405
61,80.27,27.1628693227731,24.5347999417053,49.1552219025179,69.4716021721477,53.10713067722689,55.735200058294694,31.114778097482095,10.798397827852298,2820.3673287680535,3106.4125255381327,968.1294160555515,116.60539564856523
61.5,69.52,26.6929137169641,24.053788349772,48.6739580191876,68.7862452523028,42.8270862830359,45.466211650228,20.846041980812394,0.7337547476971906,1834.1593194946015,2067.176401823328,434.55746626579275,0.5383960297681679
62,90.37,26.2292424834653,23.5820894689614,48.1967388890097,68.1071474158678,64.1407575165347,66.7879105310386,42.1732611109903,22.262852584132204,4114.036774794903,4460.6249931020175,1778.583952735767,495.634605182802
62.5,54,25.7718915407625,23.1195304443107,47.7235947453187,67.4342995265207,28.2281084592375,30.8804695556893,6.2764052546813005,-13.434299526520704,796.8261071864757,953.6033999798536,39.39326292099104,180.4804037682744
63,66.59,25.3208859245028,22.6659410703151,47.2545487885335,66.7676875832551,41.2691140754972,43.924058929684904,19.335451211466506,-0.17768758325509282,1703.1397765764011,1929.3229528584322,373.85967355100155,0.03157287724303554
63.5,52.44,24.8762418611439,22.2211537908925,46.7896180472045,66.1072930772284,27.563758138856098,30.218846209107497,5.650381952795499,-13.667293077228408,759.7607627373558,913.1786662096905,31.926816212477075,186.79490005885555
64,41.12,24.4379671366411,21.785003694916,46.3288138635511,65.4530936376073,16.6820328633589,19.334996305083997,-5.2088138635511,-24.3330936376073,278.2902204541863,373.8420821176118,27.131741865122137,592.0994459765648
64.5,74.02,24.0060611077124,21.3573285941444,45.8721425652536,64.8050633009285,50.0139388922876,52.6626714058556,28.1478574347464,9.214936699071501,2501.394083521478,2773.3569596011207,792.3018781668081,84.91505836789477
65,62.83,23.5805157407456,20.9379690853746,45.4196059197707,64.163173032823,39.2494842592544,41.892030914625394,17.410394080229295,-1.333173032822998,1540.522014617459,1754.9422541519298,303.1218220288833,1.7773503354464706
65.5,63.76,23.1613159134711,20.5267683620789,44.9712016114365,63.5273909886824,40.5986840865289,43.233231637921094,18.7887983885635,0.23260901131759937,1648.2531495577748,1869.1123178581415,353.01894488608633,0.05410695214615107
66,28.39,22.7484405969571,20.12357219777,44.5269237061614,62.8976828662936,5.641559403042901,8.266427802230002,-16.136923706161397,-34.5076828662936,31.827192498061777,68.33382860948113,260.4003066984737,1190.7801768006927
66.5,53.87,22.3418635475986,19.7282289460005,44.0867629427785,62.2740122212183,31.528136452401398,34.1417710539995,9.783237057221498,-8.404012221218302,994.0233881612418,1165.660530703718,95.71172731779197,70.62742141438657
67,52.78,21.9415533071176,19.3405895238502,43.6507072059497,61.6563406417547,30.8384466928824,33.4394104761498,9.1292927940503,-8.876340641754702,951.0097944297494,1118.1941729924372,83.34398691949875,78.78942318846627
67.5,44.36,21.5474733739418,18.9605074845717,43.2187417008913,61.0446280995984,22.8125266260582,25.3994925154283,1.1412582991086992,-16.6846280995984,520.4113710646144,645.1342200412982,1.3024705052844812,278.37681482190845
68,17.44,21.1595831527666,18.5878390590156,42.7908493621261,60.4388330511384,-3.7195831527665995,-1.147839059015599,-25.3508493621261,-42.998833051138405,13.835298830345115,1.3175345054018155,642.6655633812094,1848.8996437596725
68.5,40.7,20.7778378564786,18.2224429170329,42.3670110270738,59.8389126992659,19.9221621435214,22.477557082967103,-1.667011027073798,-19.138912699265894,396.8925444727572,505.24057241804456,2.7789257643856384,366.2979793101213
69,50.42,20.402189599959,17.8641801533491,41.947205690291,59.2448231606826,30.017810400041,32.555819846650905,8.472794309709002,-8.824823160682598,901.0689412128096,1059.881405887589,71.78824341463724,77.87750381732
69.5,56.68,20.0325875318445,17.5129142875648,41.5314107577941,58.656519561535,36.6474124681555,39.167085712435195,15.148589242205901,-1.9765195615349995,1343.0328406111194,1534.0606032052451,229.47975602907636,3.9066295771305066
70,39.89,19.6689778345268,17.1685112588703,41.1196021426616,58.0739562707296,20.2210221654732,22.7214887411297,-1.229602142661598,-18.183956270729603,408.8897374165585,516.2660506132837,1.5119214292379928,330.6562656558064
70.5,24.82,19.3113038983571,16.8308393808977,40.7117545419358,57.4970869530262,5.508696101642901,7.9891606191023,-15.891754541935796,-32.6770869530262,30.34573274025569,63.82668739781505,252.547862421137,1067.792011735635
71,38.13,18.9595070015171,16.4997695566945,40.3078415232154,56.9258647001953,19.170492998482903,21.630230443305503,-2.177841523215399,-18.795864700195295,367.507801804882,467.8668690305002,4.742993700241169,353.2845298280476
71.5,27,18.6135261578348,16.1751749956441,39.9078356679356,56.3602421774578,8.386473842165199,10.824825004355901,-12.9078356679356,-29.3602421774578,70.33294350532111,117.17683637492874,166.6122216304305,862.0238207189719
72,48.12,18.2732988718793,15.8569311228853,39.5117087547052,55.8001716458439,29.846701128120696,32.2630688771147,8.6082912452948,-7.680171645843906,890.8255682313612,1040.905613369447,74.1026781638191,58.98503650962469
72.5,45.24,17.9387612047303,15.5449155793122,39.1194317931922,55.2456050912795,27.3012387952697,29.695084420687802,6.120568206807803,-10.005605091279499,745.3576397563394,881.7980387517755,37.46135517418649,100.11213324263822
73,43.8,17.6098477739786,15.2390082215742,38.7309751808815,54.6964943119687,26.190152226021397,28.560991778425795,5.069024819118496,-10.896494311968702,685.9240736221735,815.7302513673059,25.695012616839303,118.73358829076628
73.5,23.27,17.2864917883221,14.9390911106705,38.3463088039954,54.1527909301618,5.983508211677901,8.3309088893295,-15.0763088039954,-30.8827909301618,35.802370519216865,69.40404292230927,227.2950871534292,953.746775636084
74,42.98,16.9686255783947,14.6450484456915,37.9654020604384,53.6144464987861,26.011374421605296,28.334951554308496,5.014597939561597,-10.634446498786104,676.5915993009422,802.8694795850095,25.146192495455413,113.09145233554403
74.5,34.22,16.6561804521992,14.3567668267496,37.5882239975055,53.0814125613091,17.563819547800797,19.8632331732504,-3.3682239975055026,-18.861412561309102,308.4877571077094,394.54803209491513,11.344932897371947,355.7528838079088
75,32.43,16.3490871200229,14.0741349189306,37.21474337012,52.5536406552899,16.0809128799771,18.3558650810694,-4.7847433701199975,-20.123640655289897,258.59575905341336,336.9377828744229,22.893769117907272,404.9609132232364
75.5,32.89,16.0472758430809,13.7970433639062,36.8449286546027,52.0310823882625,16.8427241569191,19.092956636093803,-3.9549286546026963,-19.141082388262497,283.6773570260662,364.54099310775837,15.641460662997494,366.38103499425273
76,29.35,15.7506764335158,13.525384779934,36.4787481586128,51.5136894904694,13.599323566484202,15.824615220066,-7.128748158612801,-22.1636894904694,184.9416014659326,250.4184468631445,50.8190503089254,491.2291318299438
76.5,33.36,15.4592182543979,13.2590537618572,36.1161700634328,51.0014138151945,17.9007817456021,20.1009462381428,-2.7561700634327977,-17.641413815194504,320.43798710368134,404.0480396687072,7.596473418563152,311.2194813989355
77,28.94,15.1728303134851,12.997946881105,35.7571624274535,50.4942073762653,13.767169686514901,15.942053118895002,-6.8171624274535,-21.5542073762653,189.5349611772948,254.14905764566987,46.473703562283696,464.5838556190495
77.5,34.4,14.8914416275555,12.7419626130415,35.4016932640029,49.9920224042207,19.508558372444497,21.658037386958497,-1.0016932640029026,-15.5920224042207,380.5838497710743,469.0705834548921,1.0033893951487887,243.11116265372024
78,52.57,14.614981054631,12.4910014413336,35.0497305842859,49.4948113521681,37.955018945369,40.0789985586664,17.520269415714097,3.075188647831901,1440.5834631433195,1606.3261254655833,306.95984039920677,9.456785219754195
78.5,26.73,14.3433775922746,12.2449659351498,34.7012423968662,49.0025268962728,12.386622407725401,14.4850340648502,-7.971242396866199,-22.272526896272797,153.428414671565,209.81621185987072,63.54070534959718,496.0654543451952
79,21.15,14.0765604063118,12.0037603985201,34.3561967445532,48.5151219882291,7.073439593688198,9.146239601479898,-13.206196744553203,-27.3651219882291,50.03354768555585,83.65369884767917,174.40363245584763,748.8499014306597
79.5,37.66,13.8144588308304,11.767290860816,34.0145617568588,48.0325498693324,23.845541169169596,25.892709139183996,3.6454382431412,-10.372549869332403,568.6098336505621,670.4323865663824,13.289219984556398,107.58979079178765
80,25.7,13.5570023681804,11.53546507675,33.6763056557563,47.5547640684711,12.142997631819599,14.164534923249999,-7.976305655756303,-21.854764068471102,147.45239148637637,200.63404959196885,63.62145191404998,477.63071248853555
80.5,23.77,13.3041207238481,11.3081925263763,33.3413967539674,47.0817184129259,10.465879276151899,12.461807473623699,-9.571396753967402,-23.311718412925902,109.5346290229858,155.29664550966348,91.61163582185773,543.4362153635485
81,29.91,13.0557440815851,11.0853844150904,33.0098035050479,46.6133670617942,16.8542559184149,18.8246155849096,-3.0998035050478983,-16.7033670617942,284.0659425634237,354.3661519196215,9.608781769907235,279.0024712010314
81.5,35.38,12.8118029952731,10.8669536230143,32.6814945186486,46.1496645094628,22.568197004726905,24.513046376985702,2.698505481351404,-10.7696645094628,509.3235160441644,600.8894426802518,7.281931832883573,115.98567364638261
82,26.92,12.5722285100648,10.6528146820658,32.3564385602887,45.6905655818837,14.347771489935202,16.2671853179342,-5.4364385602887,-18.7705655818837,205.8585467273974,264.621318168014,29.55486421979387,352.334132263797
82.5,25.09,12.3369521934492,10.4428840738136,32.0346045556253,45.2360254449042,12.7530478065508,14.6471159261864,-6.9446045556253,-20.1460254449042,162.64022835617018,214.5380049551433,48.22753243401168,405.8623412267275
83,35.1,12.1059061352524,10.2370797980386,31.7159616263068,44.7859996251064,22.9940938647476,24.8629202019614,3.384038373693201,-9.685999625106398,528.7283526608232,618.1648009691004,11.451715714628126,93.81858873756127
83.5,26.81,11.8790229476364,10.0353213300042,31.4004790948669,44.340444011155,14.930977052363598,16.7746786699958,-4.5904790948669,-17.530444011155,222.93407573820838,281.3898444816121,21.072498320410038,307.31646722824024
84,35.4,11.6562357651004,9.83752962045674,31.0881264837708,43.899314851677,23.7437642348996,25.562470379543257,4.311873516229198,-8.499314851677,563.7663400424974,653.4398919050263,18.59225321995875,72.23835294793722
84.5,28.93,11.437478315267,9.64362709562526,30.7788735159103,43.4625687541013,17.492521684733,19.28637290437474,-1.8488735159102987,-14.532568754101298,305.9883148908542,371.96417980660016,3.4183332778345097,211.19555459268136
85,21.13,11.2226850798151,9.45353765722175,30.4726901396924,43.0301626991524,9.907314920184898,11.67646234277825,-9.342690139692401,-21.9001626991524,98.1548889277183,136.33977284231852,87.28585904630562,479.61712624934614
85.5,24.9,11.0117912022059,9.26718668244097,30.1695465320486,42.6020540423928,13.888208797794098,15.632813317559028,-5.269546532048601,-17.702054042392803,192.88234361112538,244.38485222165093,27.768120653425434,313.36271731979537
86,18.23,10.8047325223384,9.08450097090166,29.8694130992108,42.1782005139791,7.425267477661601,9.14549902909834,-11.639413099210799,-23.9482005139791,55.13459711481907,83.6401524912387,135.47593729407993,573.5163078577488
86.5,23.47,10.6014455775229,8.90540875716559,29.5722604705159,41.7585602138575,12.868554422477098,14.564591242834409,-6.102260470515901,-18.2885602138575,165.5996929242549,212.12731807084873,37.23758285002095,334.4714346958915
87,12.41,10.4018676024804,8.72983991837641,29.2780595137291,41.3430916155897,2.0081323975195993,3.6801600816235904,-16.8680595137291,-28.9330916155897,4.032595725967814,13.543578226375752,284.53143175870684,837.1237904361069
87.5,3.61,10.2059365293429,8.55772560481883,28.9867813403663,40.9317535696893,-6.5959365293429,-4.94772560481883,-25.3767813403663,-37.3217535696893,43.50637869912006,24.479988660579856,643.9810311967632,1392.913289516616
88,15.69,10.0135909876536,8.38899821411416,28.6983973059331,40.524505303628,5.676409012346399,7.301001785885839,-13.0083973059331,-24.834505303628,32.221619275447424,53.304627077508215,169.21840046900752,616.7526536759273
88.5,33.36,9.82477032166115,8.22359139122026,28.4128790077047,40.1213064202006,23.53522967833885,25.13640860877974,4.9471209922953,-6.761306420200597,553.9070360121618,631.8390377475362,24.474006112408834,45.715264507845816
89,19.52,9.6394147311643,8.06144002843162,28.1301982830514,39.7221168949288,9.8805852688357,11.458559971568379,-8.6101982830514,-20.202116894928803,97.62596525473305,131.29859662202912,74.13551447346127,408.12552703636777
89.5,21.29,9.45746523389237,7.90248026537928,27.8503272177686,39.326897075031,11.83253476610763,13.387519734620719,-6.560327217768602,-18.036897075031,140.00887899114574,179.2256846448592,43.03789320419553,325.32965609526184
90,13.75,9.27886360291397,7.74664948903089,27.5732381468554,38.9356076784562,4.471136397086029,6.00335051096911,-13.823238146855399,-25.1856076784562,19.99106068134744,36.040217357553075,191.0819128646783,634.314834133112
90.5,21.2,9.1035523661732,7.59388630024302,27.298903654461,38.5482097938844,12.096447633826799,13.606113699756978,-6.098903654461001,-17.348209793884404,146.32404535791395,185.12633001071453,37.19662578639775,300.96038305262675
91,8.96,8.9314748064896,7.44413048569974,27.0272965716893,38.1646648794432,0.028525193510400726,1.5158695143002605,-18.067296571689297,-29.2046648794432,8.136866648058077e-4,2.297860384384908,326.42720540937586,852.9124507205831
91.5,16.75,8.76257496155818,7.29732323224712,26.7583899749413,37.7849347601324,7.98742503844182,9.45267676775288,-10.008389974941299,-21.0349347601324,63.798958744727315,89.35309807561504,100.16786989050549,442.46848036302634
92,20.37,8.59679762394941,7.15340681131202,26.4921571877775,37.4089816276822,11.773202376050591,13.21659318868798,-6.1221571877775,-17.0389816276822,138.60829418744328,174.67833551527352,37.48080863185571,290.32689490849157
92.5,30,8.43408834099718,7.01232454410738,26.2285717810686,37.0367680325322,21.565911659002822,22.98767545589262,3.7714282189314012,-7.036768032532201,465.0885456839138,528.433222865448,14.22367081055208,49.51610434366711
93,18.09,8.2743934160854309,6.87402080163221,25.9676075729956,36.66825688335,9.815606583914569,11.21597919836779,-7.8776075729956005,-18.578256883349997,96.34613261018704,125.79818937821899,62.05670107411763,345.15162882374153
93.5,9.76,8.11766006596138,6.73844100467157,25.7092386274962,36.3034114470313,1.6423399340386204,3.02155899532843,-15.949238627496202,-26.543411447031303,2.69728045893798,9.129818762250151,254.37821279681694,704.5526912463924
94,17.34,7.96383631669489,6.60553162379657,25.4534392530445,35.9421953459766,9.37616368330511,10.73446837620343,-8.1134392530445,-18.6021953459766,87.91244541612966,115.22881131971153,65.8278965128433,346.0416716898735
94.5,11.25,7.81287093305506,6.4752401793644,25.2001840013315,35.5845725573273,3.43712906694494,4.7747598206356,-13.9501840013315,-24.3345725573273,11.813856222837794,22.798331344756107,194.60763367100535,592.1714215478269
95,18.44,7.66471341851015,6.3475152199994,24.9494476640724,35.2305074139592,10.775286581489851,12.092484780000602,-6.5094476640724,-16.7905074139592,116.10680091323525,146.2281881545462,42.37290889129763,281.9211392182189
95.5,16.3,7.51931401522764,6.22230627476307,24.7012052729816,34.8799645903204,8.780685984772362,10.07769372523693,-8.4012052729816,-18.579964590320397,77.10044636317778,101.5599108196798,70.58025003877383,345.2150841775598
96,14.63,7.3766237040742,6.09956405913377,24.4554320997726,34.5329091018769,7.253376295925801,8.53043594086623,-9.8254320997726,-19.9029091018769,52.611467690298284,72.76833734122232,96.53911594724181,396.1257907175744
96.5,10.75,7.23659420461568,5.9792402113317,24.2121036540497,34.1893063051125,3.51340579538432,4.7707597886683,-13.462103654049699,-23.439306305112503,12.344020283040125,22.760148961174405,181.22823479237826,549.4010800648867
97,10.3,7.09917797511716,5.86128725105841,23.9711956828045,33.8491218973949,3.2008220248828403,4.43871274894159,-13.671195682804498,-23.5491218973949,10.245261634975085,19.70217086761661,186.90159139753234,554.5611421383641
97.5,19.63,6.96432818802591,5.74565857949673,23.7326841711245,33.5123219083297,12.66567181197409,13.884341420503269,-4.102684171124501,-13.882321908329704,160.419242448635,192.77493668110273,16.832017407995536,192.7188615664909
98,11.83,6.83199883772906,5.63230847931078,23.4965453331119,33.1788727139614,4.99800116227094,6.1976915206892205,-11.6665453331119,-21.3488727139614,24.980015618061667,38.41138018562306,136.10828000955505,455.7743661569255
98.5,19.74,6.70214475846379,5.52119211464601,23.2627556115935,32.8487410213312,13.037855241536208,14.21880788535399,-3.522755611593503,-13.108741021331202,169.98566929925317,202.1744976806048,12.409807099013516,171.8390911643314
99,18.03,6.57472146800113,5.41226553112913,23.0312916781209,32.5218938577886,11.455278531998871,12.617734468870871,-5.0012916781209,-14.491893857788597,131.22340624567423,159.2072231269321,25.01291844964137,210.01498758541086
99.5,14.33,6.44968516468817,5.30548564247261,22.8021304329699,32.1982985709914,7.88031483531183,9.02451435752739,-8.4721304329699,-17.8682985709914,62.09936190363571,81.44185938921801,71.77699407325474,319.2760938220933
100,5.55,6.32699272744803,5.20081017495118,22.5752490005,31.8779228289055,-0.7769927274480306,0.34918982504881946,-17.0252490005,-26.3279228289055,0.6037176985071295,0.12193353391762514,289.85910352902624,693.1595204848034
